Piwil2	male infertility; testicular atrophy; decreased testis weight
Piwil4	small testis; reduced male fertility; decreased testis weight
Pja1	abnormal ovary morphology; enlarged ovary
Pla2g2f	abnormal testis morphology; small testis
Pla2g6	reduced male fertility; male infertility
Plag1	reduced male fertility
Plat	abnormal testis morphology; small testis
Plcb1	abnormal ovary morphology; reduced male fertility; reduced female fertility; male infertility; female infertility; increased testis weight
Pld6	small testis; male infertility; abnormal testis physiology
Plekha1	abnormal testis morphology; small testis; male infertility; abnormal testis cord formation
Plk4	small testis; decreased testis weight
Pllp	abnormal testis morphology; enlarged testis
Plpp6	abnormal testis morphology; enlarged testis
Plppr5	abnormal testis morphology; small testis
Plxna4	abnormal testis morphology; enlarged testis
Pmp22	reduced male fertility; abnormal sexual interaction
Pms2	small testis; male infertility
Pnldc1	small testis; male infertility
Poc1a	small gonad; male infertility; female infertility
Poc5	abnormal ovary morphology; small testis
Pold3	small testis; decreased testis weight
Polg	small testis; reduced male fertility; reduced female fertility; testicular atrophy
Polr3h	reduced fertility; delayed sexual maturation; decreased primary ovarian follicle number; decreased tertiary ovarian follicle number
Pomgnt1	reduced female fertility; male infertility
Porcn	small testis; infertility
Por	reduced female fertility; female infertility
Postn	small ovary; reduced female fertility; female infertility
Pot1b	small testis; reduced male fertility
Pou1f1	infertility
Pou4f3	reduced fertility
Pou5f2	reduced male fertility
Ppara	increased gonadal fat pad weight
Ppard	reduced fertility; abnormal gonadal fat pad morphology
Pparg	reduced fertility; abnormal gonadal fat pad morphology; decreased gonadal fat pad weight
Ppm1d	small testis; male infertility
Ppp1cc	small testis; male infertility
Ppp1r13l	reduced male fertility; female infertility
Pramel12	abnormal testis morphology; small testis; male infertility
Pramel13	abnormal testis morphology; small testis; male infertility; decreased testis weight
Prdm14	male infertility; female infertility
Prdm1	decreased testis weight
Prdm5	small testis
Prdm9	small ovary; abnormal ovarian folliculogenesis; small testis; reduced female fertility; male infertility; female infertility; absent ovarian follicles; decreased testis weight
Prdx4	testicular atrophy; decreased testis weight
Prkaa1	impaired ovarian folliculogenesis; reduced female fertility; decreased mature ovarian follicle number; increased primary ovarian follicle number; increased tertiary ovarian follicle number; abnormal secondary ovarian follicle morphology; increased atretic ovarian follicle number; increased secondary ovarian follicle number
Prkab1	abnormal testis morphology; enlarged testis
Prkar1a	reduced male fertility; infertility; female infertility
Prkcq	abnormal testis morphology; small testis; male infertility
Prkra	reduced fertility; infertility; male infertility; female infertility
Prl3c1	enlarged testis; reduced female fertility; increased testis weight; abnormal testis physiology
Prl	female infertility; abnormal gonadotroph morphology
Prlr	reduced male fertility; male infertility; female infertility; abnormal sexual interaction; decreased primary ovarian follicle number
Prm2	infertility; male infertility
Prokr2	impaired ovarian folliculogenesis; testicular atrophy; ovary atrophy; decreased testis weight; decreased ovary weight
Prop1	small gonad; small ovary; abnormal ovarian follicle morphology; male infertility; female infertility; increased primordial ovarian follicle number; decreased primary ovarian follicle number; decreased tertiary ovarian follicle number; absent tertiary ovarian follicles; decreased secondary ovarian follicle number
Prr19	male infertility; female infertility; decreased testis weight
Prss33	abnormal testis morphology; small testis
Prss47	abnormal testis morphology; small testis
Prss50	reduced male fertility; male infertility
Prss55	abnormal testis morphology; enlarged testis; reduced male fertility; male infertility
Psen1	abnormal ovary morphology; female infertility
Psip1	small testis; reduced male fertility
Psma8	small testis; male infertility; decreased testis weight
Psmb11	abnormal testis morphology; small testis
Psmc3ip	infertility; testis hypoplasia; absent ovarian follicles; abnormal ovary development
Ptch1	infertility; male infertility; female infertility
Ptdss2	abnormal testis morphology; male infertility; testicular atrophy; decreased testis weight
Ptger2	reduced female fertility; male infertility; female infertility
Ptgs2	small ovary; reduced female fertility; female infertility; abnormal fertility/fecundity
Pth2	small ovary; abnormal testis morphology; small testis; infertility; male infertility; female infertility; absent ovarian follicles; decreased testis weight
Ptp4a2	small testis; reduced male fertility; male infertility; testicular atrophy; decreased testis weight
Ptpdc1	abnormal testis morphology; small testis
Ptpn6	female infertility; ovary atrophy; absent tertiary ovarian follicles
Pttg1	small testis; reduced fertility; reduced female fertility; decreased testis weight
Ptx3	reduced female fertility; female infertility
Pum1	reduced male fertility; testis hypoplasia; decreased testis weight
Qki	reduced male fertility; male infertility
R3hdm1	abnormal testis morphology; small testis
Rab11fip2	abnormal testis morphology; enlarged testis
Rabl2	abnormal testis morphology; small testis; male infertility; female infertility; decreased testis weight
Rac1	abnormal testis morphology; small testis
Rad18	reduced male fertility; decreased testis weight
Rad21l	small testis; reduced female fertility; male infertility; female infertility; decreased mature ovarian follicle number; absent ovarian follicles; ovary atrophy; decreased testis weight; absent primordial ovarian follicles; ovary fibrosis
Rad23b	small testis; reduced female fertility; male infertility
Rad50	small testis; reduced female fertility; male infertility; female infertility; abnormal fertility/fecundity; testicular atrophy; ovary atrophy
Rad51c	infertility; male infertility; female infertility; decreased testis weight
Ranbp2	abnormal testis morphology; small testis
Ranbp9	small ovary; small testis; male infertility; female infertility; ovary cyst; abnormal ovarian follicle number; decreased primary ovarian follicle number
Rapgef6	small testis; reduced male fertility; testicular atrophy
Rara	abnormal testis morphology; male infertility
Rarg	reduced male fertility; male infertility
Rassf8	abnormal testis morphology; small testis
Rbm22	abnormal ovary morphology; abnormal testis morphology; small testis
Rbm46	small testis; infertility; decreased testis weight
Rbm5	male infertility; testicular atrophy; decreased testis weight
Rbmxl2	small testis; male infertility
Rec114	abnormal ovary morphology; abnormal testis morphology; male infertility; female infertility; decreased testis weight; decreased primordial ovarian follicle number; decreased primary ovarian follicle number; decreased secondary ovarian follicle number
Rec8	abnormal ovary morphology; small ovary; small testis; infertility; male infertility; female infertility; absent ovarian follicles
Reg3b	abnormal testis morphology; enlarged testis
Relb	ovary inflammation; reduced fertility
Reln	reduced female fertility; infertility; male infertility; female infertility; abnormal sexual interaction
Resf1	male infertility; female infertility
Ret	male infertility; ectopic testis; ectopic ovary
Rfk	abnormal testis morphology; enlarged testis
Rfwd3	small ovary; impaired ovarian folliculogenesis; reduced male fertility; reduced female fertility; testicular atrophy; ovary atrophy
Rfx2	small testis; male infertility
Rfx8	male infertility; female infertility
Rhag	abnormal testis morphology; small testis
Rhobtb3	reduced fertility; decreased testis weight
Rhox13	abnormal fertility/fecundity
Rimklb	male infertility; decreased testis weight
Rit1	reduced female fertility
Rln1	abnormal testis morphology; small testis; reduced male fertility; delayed sexual maturation
Rnf138	small testis; reduced male fertility; testicular atrophy; decreased testis weight; increased testis apoptosis
Rnf168	small testis; reduced male fertility; testicular atrophy
Rnf17	small testis; male infertility
Rnf212	male infertility; decreased testis weight
Rnf216	small testis; male infertility; decreased testis weight; abnormal testis physiology
Rnf4	abnormal testis morphology; small testis
Rnf8	small testis; reduced male fertility; male infertility
Ror2	reduced male fertility; decreased testis weight
Rora	reduced female fertility; abnormal fertility/fecundity; abnormal sexual interaction
Rorb	male infertility; abnormal sexual interaction
Rpap3	abnormal testis morphology; small testis
Rpe	abnormal testis morphology; small testis
Rpl10l	male infertility; testis hypoplasia
Rpl39l	reduced male fertility; decreased testis weight; increased testis apoptosis
Rspo1	abnormal testis morphology; small testis; reduced female fertility; female infertility; decreased mature ovarian follicle number; abnormal ovary secretion; abnormal ovary development; decreased primordial ovarian follicle number
Rspo2	reduced female fertility; ovary cyst
Rtn4rl2	abnormal testis morphology; small testis
Rxfp1	reduced fertility; reduced male fertility; reduced female fertility; decreased testis weight
Rxfp2	small testis; male infertility; decreased testis weight
Rxrb	male infertility
S100a1	abnormal testis morphology; small testis; enlarged testis
S1pr3	male infertility; female infertility
Sacm1l	abnormal testis morphology; small testis
Safb2	increased testis weight
Safb	reduced female fertility; male infertility; abnormal fertility/fecundity; ovary atrophy; decreased testis weight; abnormal sex gland physiology; decreased primordial ovarian follicle number; decreased primary ovarian follicle number
Sall3	abnormal testis morphology; small testis; enlarged testis
Samd4	male infertility; female infertility; decreased gonadal fat pad weight
Sbf1	abnormal testis morphology; small testis; male infertility
Sbspon	abnormal testis morphology; small testis
Scai	impaired ovarian folliculogenesis; small testis; reduced male fertility; reduced female fertility; decreased primary ovarian follicle number
Scaper	small testis; reduced female fertility; male infertility; decreased testis weight; decreased primordial ovarian follicle number; decreased tertiary ovarian follicle number; increased atretic ovarian follicle number
Scara5	abnormal testis morphology; reduced male fertility
Scel	abnormal testis morphology; small testis
Scmh1	abnormal testis morphology; male infertility
Scml2	abnormal testis morphology; small testis; male infertility
Scube1	male infertility; female infertility
Selenot	abnormal testis morphology; small testis
Septin12	male infertility; decreased testis weight
Setx	small testis; reduced female fertility; male infertility
Sfrp4	abnormal ovarian folliculogenesis; reduced female fertility; increased mature ovarian follicle number
Sgms1	reduced male fertility; male infertility; increased testis apoptosis
Sgo2a	small testis; male infertility; female infertility
Sgpl1	abnormal ovary morphology; small ovary; abnormal testis morphology; small testis; male infertility; female infertility; abnormal testis cord formation; decreased tertiary ovarian follicle number
Sgta	reduced fertility; abnormal testis development
Sh2b1	abnormal ovarian folliculogenesis; reduced fertility; reduced male fertility; reduced female fertility; testis hypoplasia; decreased testis weight; decreased ovary weight; ovary hypoplasia; absent tertiary ovarian follicles; increased secondary ovarian follicle number
Sh3pxd2a	abnormal testis morphology; abnormal ovary tissue architecture
Sh3pxd2b	infertility; male infertility; female infertility; decreased gonadal fat pad weight
Shank1	abnormal ovary morphology; reduced fertility; enlarged ovary
Sharpin	reduced male fertility; female infertility
Shcbp1l	reduced male fertility; decreased testis weight
Shoc1	small testis; decreased testis weight
Siah1a	small testis; reduced female fertility; male infertility
Sik3	female infertility; decreased gonadal fat pad weight
Sinhcaf	abnormal testis morphology; small testis
Sirt1	small ovary; reduced male fertility; reduced female fertility; male infertility; female infertility; decreased testis weight
Sirt6	reduced female fertility; male infertility
Six5	abnormal testis morphology; small testis; male infertility
Six6	abnormal ovary morphology; small ovary; reduced male fertility; reduced female fertility; decreased ovary weight; ovarian follicular cyst
Slc12a2	small testis; reduced female fertility; male infertility
Slc14a1	early sexual maturation; abnormal testis development; increased testis weight; abnormal testis physiology
Slc19a2	small testis; male infertility; decreased testis weight
Slc25a31	small testis; male infertility; decreased testis weight
Slc35c1	reduced male fertility; reduced female fertility
Slc37a2	abnormal testis morphology; enlarged testis
Slc4a2	small testis; male infertility; testis hypoplasia
Slc9a1	male infertility; abnormal fertility/fecundity
Slc9a3	male infertility; dilated rete testis; dilated efferent ductule of testis
Slitrk1	abnormal testis morphology; small testis
Slitrk2	abnormal ovary morphology; enlarged ovary
Slx4	absent mature ovarian follicles; small testis; reduced male fertility; reduced female fertility
Smad1	small testis; reduced fertility; disorganized testis cords
Smad3	impaired ovarian folliculogenesis; reduced female fertility; abnormal fertility/fecundity; increased primordial ovarian follicle number; decreased primary ovarian follicle number; decreased tertiary ovarian follicle number; decreased secondary ovarian follicle number
Smad4	increased ovary tumor incidence
Smad5	reduced fertility
Smarcad1	reduced male fertility; reduced female fertility; abnormal fertility/fecundity
Smc1b	infertility; male infertility; female infertility; decreased mature ovarian follicle number; decreased testis weight
Smpd3	reduced fertility; delayed sexual maturation; abnormal ovary development; abnormal testis development; decreased gonadotroph cell number; decreased primordial ovarian follicle number
Sms	reduced male fertility; male infertility; abnormal fertility/fecundity; testis degeneration
Smyd4	testicular atrophy; testis degeneration
Snai2	small testis; reduced male fertility; male infertility
Sod1	abnormal ovary morphology; small ovary; impaired ovarian folliculogenesis; reduced female fertility; female infertility; decreased mature ovarian follicle number
Sohlh1	impaired ovarian folliculogenesis; male infertility; female infertility; absent ovarian follicles; ovary atrophy; decreased testis weight; absent primary ovarian follicles
Sohlh2	impaired ovarian folliculogenesis; small testis; male infertility; female infertility; absent ovarian follicles; testicular atrophy; ovary atrophy; decreased testis weight; abnormal ovarian follicle number; decreased primary ovarian follicle number
Sox14	male infertility
Sox17	reduced female fertility; ovary atrophy
Sox1	abnormal sexual interaction
Sox2	small testis; reduced male fertility
Sox30	small testis; male infertility; decreased testis weight
Sox3	small ovary; abnormal ovarian folliculogenesis; abnormal testis morphology; reduced female fertility; male infertility; decreased testis weight; increased atretic ovarian follicle number
Sox8	reduced male fertility; male infertility; abnormal fertility/fecundity; decreased testis weight
Sox9	abnormal primary sex determination
Sp4	small testis; reduced female fertility; male infertility
Spag16	small testis; male infertility
Spag6l	reduced female fertility; male infertility
Spast	small testis; infertility; male infertility; decreased testis weight
Spata16	small testis; male infertility; decreased testis weight
Spata20	small testis; male infertility; decreased testis weight
Spata22	small ovary; abnormal ovarian follicle morphology; abnormal testis morphology; small testis; infertility; male infertility; female infertility; ovary cyst; absent ovarian follicles; decreased testis weight
Spata2	small testis; reduced male fertility; decreased testis weight
Spata31f3	abnormal testis morphology; small testis
Spata46	abnormal ovary morphology; reduced male fertility; enlarged ovary
Spatc1l	reduced male fertility; male infertility
Spdya	infertility; male infertility; female infertility; testicular atrophy; ovary atrophy
Spidr	male infertility; female infertility
Spink2	small testis; reduced male fertility; male infertility; decreased testis weight
Spmap2	small testis; male infertility; decreased testis weight
Spmip7	small testis; decreased testis weight
Spo11	abnormal ovary morphology; small ovary; impaired ovarian folliculogenesis; absent mature ovarian follicles; small testis; male infertility; female infertility; abnormal fertility/fecundity; decreased mature ovarian follicle number; decreased testis weight; decreased ovary weight; decreased primordial ovarian follicle number
Spocd1	male infertility; testicular atrophy; testis degeneration; increased testis apoptosis
Spta1	reduced female fertility; infertility; abnormal fertility/fecundity
Sptbn1	enlarged testis; increased testis tumor incidence; increased ovary tumor incidence
Spz1	abnormal ovary morphology; enlarged ovary
Srr	abnormal testis morphology; small testis
Sry	abnormal ovarian follicle morphology; female infertility; secondary sex reversal; abnormal primary sex determination; abnormal secondary sex determination; primary sex reversal; sex reversal; decreased tertiary ovarian follicle number
Ssmem1	small testis; male infertility; decreased testis weight
Ssr1	abnormal testis morphology; enlarged testis
Stag3	small testis; male infertility; female infertility
Star	abnormal ovary morphology; abnormal ovarian folliculogenesis; abnormal testis morphology; enlarged ovary
Stk35	small ovary; small testis; decreased mature ovarian follicle number; decreased testis weight
Stk36	male infertility; female infertility
Strbp	reduced male fertility; decreased testis weight
Stub1	reduced fertility; decreased testis weight
Stx2	small testis; male infertility; decreased testis weight
Sulf2	reduced male fertility; reduced female fertility
Sult1e1	abnormal testis morphology; reduced female fertility; decreased testis weight
Sun1	small ovary; small testis; male infertility; female infertility; absent ovarian follicles; decreased testis weight; increased ovary apoptosis; increased testis apoptosis
Sun3	small testis; male infertility
Sun5	abnormal testis morphology; enlarged testis; male infertility
Swsap1	male infertility; female infertility; absent ovarian follicles; decreased testis weight; decreased ovary weight; increased ovary apoptosis
Syce1	abnormal ovary morphology; small ovary; small testis; infertility; male infertility; female infertility; decreased mature ovarian follicle number; absent ovarian follicles
Syce2	small ovary; small testis; male infertility; female infertility; decreased testis weight
Syce3	abnormal ovary morphology; small ovary; absent mature ovarian follicles; small testis; male infertility; female infertility
Sycp1	male infertility; female infertility; absent ovarian follicles; decreased testis weight; decreased ovary weight
Sycp2	abnormal testis morphology; small testis; reduced female fertility; male infertility; abnormal fertility/fecundity; decreased testis weight
Sycp2l	reduced female fertility; decreased primordial ovarian follicle number; decreased primary ovarian follicle number; decreased secondary ovarian follicle number
Sycp3	reduced female fertility; male infertility; decreased testis weight
Sypl1	reduced male fertility; male infertility
Tac2	reduced female fertility; delayed sexual maturation; decreased ovary weight
Tacr3	small testis; reduced female fertility; female infertility
Tacstd2	abnormal testis morphology; small testis
Taf4b	small ovary; impaired ovarian folliculogenesis; absent mature ovarian follicles; small testis; male infertility; female infertility; ovary cyst; absent ovarian follicles; early sexual maturation; decreased testis weight; decreased primordial ovarian follicle number; abnormal tertiary ovarian follicle number; decreased tertiary ovarian follicle number; ovary degeneration; premature ovarian failure; increased atretic ovarian follicle number; decreased secondary ovarian follicle number
Taf7l	abnormal testis morphology; reduced male fertility; decreased testis weight
Tafazzin	abnormal testis morphology; small testis; male infertility
Taldo1	reduced male fertility; male infertility
Tas2r139	abnormal testis morphology; small testis
Tasp1	male infertility; decreased testis weight
Tbc1d20	small testis; male infertility; decreased testis weight
Tbccd1	male infertility; female infertility
Tbpl1	small testis; male infertility; decreased testis weight
Tbpl2	small ovary; impaired ovarian folliculogenesis; absent mature ovarian follicles; female infertility; abnormal ovarian follicle number; ovarian follicular cyst; increased primordial ovarian follicle number; decreased primary ovarian follicle number; decreased tertiary ovarian follicle number; decreased secondary ovarian follicle number
Tbx15	reduced fertility
Tbx3	reduced male fertility; reduced female fertility
Tbx6	reduced female fertility
Tcf21	small gonad; abnormal ovary morphology; abnormal testis morphology; enlarged testis; secondary sex reversal; primary sex reversal; sex reversal; disorganized testis cords; ectopic ovary; abnormal ovary topology
Tcf25	abnormal testis morphology; small testis
Tcf3	female infertility
Tcfl5	small testis; reduced male fertility; male infertility; decreased testis weight
Tdrd12	small testis; male infertility; testicular atrophy; decreased testis weight
Tdrd1	small testis; male infertility
Tdrd5	small testis; male infertility; decreased testis weight
Tdrd6	small testis; male infertility
Tdrd7	small testis; male infertility
Tdrd9	small testis; male infertility; decreased testis weight
Tdrkh	small testis; male infertility; testicular atrophy
Tent4a	abnormal testis morphology; small testis
Terb1	abnormal ovary morphology; male infertility; female infertility; absent ovarian follicles; ovary degeneration
Terb2	small ovary; small testis; male infertility; female infertility; absent ovarian follicles; decreased testis weight; decreased ovary weight
Terc	reduced female fertility; infertility; testicular atrophy
Tert	small testis; reduced fertility; testicular atrophy; decreased testis weight
Tesmin	small testis; male infertility; decreased testis weight
Tet1	small ovary; absent ovary; decreased ovary weight; increased ovary apoptosis
Tex12	small ovary; male infertility; female infertility; absent ovarian follicles; absent primordial ovarian follicles
Tex14	small testis; male infertility; decreased testis weight
Tex15	male infertility; decreased testis weight
Tex19.1	abnormal testis morphology; small testis; reduced male fertility; reduced female fertility; male infertility; decreased testis weight
Tgds	abnormal testis morphology; enlarged testis
Tgfb2	testis hypoplasia; ectopic testis
Tgif1	reduced female fertility
Thra	reduced fertility; reduced male fertility; reduced female fertility
Tial1	small ovary; ovary hyperplasia; small testis; male infertility; female infertility; absent ovarian follicles
Timp1	reduced female fertility; increased testis weight
Tim	reduced fertility; male infertility
Tinf2	reduced fertility; testicular atrophy
Tiparp	reduced female fertility; ovary cyst; enlarged ovary; increased tertiary ovarian follicle number
Tkt	reduced fertility; abnormal sexual interaction; decreased testis weight
Tle3	abnormal testis morphology; small testis
Tm9sf5	reduced female fertility; abnormal ovarian follicle number; abnormal tertiary ovarian follicle morphology; decreased primordial ovarian follicle number; decreased tertiary ovarian follicle number; decreased secondary ovarian follicle number
Tmc7	abnormal ovary morphology; male infertility; female infertility
Tmco1	abnormal ovary morphology; small ovary; impaired ovarian folliculogenesis; abnormal ovarian follicle morphology; reduced female fertility; female infertility; absent ovarian follicles; decreased ovary weight; decreased primordial ovarian follicle number; decreased primary ovarian follicle number; premature ovarian failure; increased atretic ovarian follicle number; decreased secondary ovarian follicle number
Tmed10	abnormal testis morphology; small testis
Tmem119	abnormal testis morphology; small testis
Tmem184b	abnormal testis morphology; small testis
Tmem203	abnormal testis morphology; reduced female fertility; male infertility; decreased testis weight
Tmem237	abnormal testis morphology; small testis
Tmem240	abnormal testis morphology; small testis
Tmem249	male infertility; abnormal testis physiology
Tmem45a	abnormal testis morphology; small testis
Tmem88b	abnormal testis morphology; small testis
Tmem95	reduced male fertility; male infertility
Tmf1	male infertility; decreased testis weight
Tmprss6	reduced female fertility; female infertility; abnormal ovary development
Tnfaip3	reduced female fertility; delayed female fertility; decreased secondary ovarian follicle number
Tnf	decreased testis weight; abnormal testis physiology
Tnfsf8	abnormal testis morphology; enlarged testis
Tnp1	reduced male fertility; male infertility
Tom1l2	ovary cyst; increased ovary tumor incidence
Top6bl	small testis; decreased primordial ovarian follicle number; decreased primary ovarian follicle number
Topaz1	small testis; male infertility; decreased testis weight
Topors	female infertility
Tph2	abnormal ovary morphology; abnormal testis morphology; enlarged testis; enlarged ovary
Tpst2	male infertility; decreased testis weight
Trappc1	abnormal testis morphology; small testis; enlarged testis
Trappc2l	abnormal testis morphology; small testis; male infertility; female infertility
Trappc9	reduced female fertility; male infertility
t	reduced fertility; reduced male fertility; male infertility
Trim37	small gonad; abnormal ovary morphology; small testis; infertility; male infertility; female infertility; ovary cyst; increased ovary tumor incidence; testis degeneration
Trip13	small gonad; abnormal ovary morphology; small ovary; impaired ovarian folliculogenesis; small testis; infertility; male infertility; female infertility; absent ovarian follicles
Trp53inp2	abnormal testis morphology; enlarged testis
Trp53	small gonad; small testis; testis hypoplasia; increased testicular teratoma incidence; decreased testis weight; increased testis tumor incidence; increased ovary tumor incidence
Trp63	absent ovary
Trp73	reduced fertility; male infertility; female infertility; abnormal ovarian follicle number; decreased primordial ovarian follicle number
Tsc22d3	male infertility; abnormal testis size; decreased testis weight
Tsga8	male infertility; decreased testis weight; increased testis apoptosis
Tshb	male infertility; female infertility
Tshr	reduced fertility; reduced male fertility; reduced female fertility; male infertility; female infertility
Tsn	abnormal testis morphology; reduced female fertility
Tspan32	abnormal testis morphology; small testis
Tst	abnormal testis morphology; small testis
Tsx	small testis; reduced female fertility; testis hypoplasia
Ttll9	male infertility; abnormal testis physiology
Tulp2	male infertility; increased testis apoptosis
Tusc2	small testis; testis degeneration
Twist2	abnormal testis morphology; small testis
Txndc5	abnormal testis morphology; small testis
Tyro3	abnormal testis morphology; small testis
Tyrp1	reduced male fertility; reduced female fertility; male infertility
Ubb	small ovary; small testis; male infertility; female infertility; decreased mature ovarian follicle number; testicular atrophy; decreased ovary weight; abnormal tertiary ovarian follicle morphology; testis degeneration
Ube2b	male infertility; decreased testis weight
Ube2j2	abnormal testis morphology; small testis; male infertility; female infertility
Ube2w	abnormal testis morphology; reduced male fertility
Ube3a	abnormal ovarian folliculogenesis; reduced male fertility; reduced female fertility; decreased testis weight; decreased ovary weight
Ubqln4	abnormal testis morphology; small testis
Ubr2	reduced female fertility; male infertility; abnormal fertility/fecundity; testis degeneration
Ubtf	abnormal testis morphology; small testis
Unc13b	abnormal testis morphology; small testis
Upf3a	abnormal testis morphology; small testis; male infertility
Usf2	reduced male fertility
Usp14	male infertility; female infertility
Usp19	reduced male fertility; male infertility
Usp1	small testis; reduced female fertility; male infertility
Usp26	abnormal testis morphology; reduced male fertility
Usp42	male infertility; abnormal fertility/fecundity; testis degeneration
Utp14b	male infertility; testis hypoplasia; decreased testis weight
Vangl2	male infertility; female infertility
Vdac3	male infertility; decreased testis weight
Vdr	absent mature ovarian follicles; reduced male fertility; reduced female fertility; male infertility; female infertility; abnormal fertility/fecundity; increased testis weight
Vegfa	reduced fertility; female infertility; abnormal sexual interaction
Vgf	abnormal ovarian follicle morphology; absent mature ovarian follicles; reduced male fertility; reduced female fertility; male infertility; delayed sexual maturation; decreased testis weight; decreased ovary weight; increased atretic ovarian follicle number
Vm	reduced male fertility; male infertility
Vps13b	small testis; male infertility
Vps54	infertility; decreased testis weight
Vrk1	impaired ovarian folliculogenesis; small testis; male infertility; female infertility; decreased testis weight; decreased tertiary ovarian follicle number; abnormal ovary tissue architecture; decreased secondary ovarian follicle number
Vsx2	male infertility; female infertility
Wdr11	small ovary; impaired ovarian folliculogenesis; small testis; reduced male fertility; male infertility; delayed sexual maturation; ovary cyst; absent tertiary ovarian follicles; increased atretic ovarian follicle number
Wdr48	small testis; reduced male fertility; reduced female fertility; testicular atrophy
Wdr62	small testis; reduced fertility; male infertility; female infertility; decreased testis weight
Wnt11	abnormal testis morphology; small testis
Wnt4	abnormal ovary morphology; secondary sex reversal; abnormal secondary sex determination; decreased gonadotroph cell number
Wnt7a	infertility; male infertility; female infertility
Wsb2	male infertility; female infertility
Wt1	small ovary; impaired ovarian folliculogenesis; small testis; reduced female fertility; male infertility; abnormal secondary sex determination; streak gonad; primary sex reversal; absent ovary; agonadal; abnormal primary ovarian follicle morphology; abnormal gonadal ridge morphology
Wwox	small ovary; small testis; reduced male fertility; testis hypoplasia; testicular atrophy; abnormal primary ovarian follicle morphology
Xpa	abnormal testis morphology; reduced male fertility; decreased testis weight
Xpo4	small testis; male infertility; abnormal testis physiology
Xpo5	abnormal ovary morphology; enlarged ovary
Ybx2	abnormal ovary morphology; small ovary; impaired ovarian folliculogenesis; small testis; male infertility; female infertility; ovary cyst
Ybx3	small testis; male infertility
Ythdc2	small ovary; abnormal ovarian follicle morphology; small testis; male infertility; female infertility; absent ovarian follicles; testicular atrophy; ovary atrophy; decreased testis weight
Ythdf2	reduced male fertility; female infertility
Zbed3	abnormal fertility/fecundity
Zbtb16	abnormal testis morphology; small testis; reduced male fertility; male infertility; testicular atrophy
Zbtb46	abnormal testis morphology; small testis
Zbtb7b	reduced female fertility
Zc2hc1c	abnormal testis morphology; small testis; enlarged testis
Zc3hc1	abnormal ovary morphology; abnormal testis morphology; reduced female fertility; male infertility; ovary cyst; testicular atrophy; decreased testis weight; decreased primordial ovarian follicle number
Zcchc8	small ovary; small testis; infertility; decreased mature ovarian follicle number
Zcwpw1	abnormal ovarian folliculogenesis; absent mature ovarian follicles; small testis; male infertility; female infertility; decreased mature ovarian follicle number; decreased testis weight
Zdhhc14	abnormal testis morphology; small testis
Zdhhc19	male infertility; decreased testis weight
Zeb1	reduced male fertility; infertility; female infertility
Zfand6	abnormal testis morphology; small testis
Zfhx3	abnormal fertility/fecundity
Zfp105	reduced male fertility
Zfp110	decreased testis weight
Zfp143	infertility
Zfp148	small testis; male infertility
Zfp296	small ovary; small testis; male infertility; female infertility; decreased testis weight; decreased ovary weight
Zfp318	reduced male fertility
Zfp384	male infertility; decreased testis weight
Zfp42	testicular atrophy
Zfp474	abnormal testis morphology; small testis
Zfp541	small testis; male infertility
Zfp628	small testis; male infertility
Zfp644	abnormal testis morphology
Zfpm2	primary sex reversal
Zfx	reduced female fertility; abnormal fertility/fecundity; decreased mature ovarian follicle number
Zglp1	small ovary; abnormal ovarian folliculogenesis; abnormal ovarian follicle morphology; absent mature ovarian follicles; small testis; infertility; male infertility; female infertility; decreased mature ovarian follicle number; absent ovarian follicles; increased testis apoptosis
Zic3	reduced fertility
Zmym3	small testis; reduced male fertility; male infertility
Zmynd11	small ovary; abnormal testis morphology
Zp1	abnormal ovarian folliculogenesis; reduced female fertility
Zp2	female infertility; decreased tertiary ovarian follicle number
Zp3	small ovary; abnormal ovarian folliculogenesis; female infertility; decreased ovary weight; decreased tertiary ovarian follicle number
Zscan10	reduced female fertility
Zscan21	male infertility; female infertility
Zswim7	male infertility; female infertility; absent ovarian follicles; decreased testis weight; decreased ovary weight; increased ovary apoptosis
